logPriorICSE,-0.35667494393873245,logPriorVLDB,-1.2039728043259361
Word,Count,CountICSE,CountVLDB,CountDocICSE,CountDocVLDB,logCondProbICSE,logCondProbVLDB
Web2SE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WebBased,4,3,1,3,1,-10.766746637858477,-10.645520130825885
WebDAV,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WebFilter,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WebGIS,2,2,0,2,0,-11.054428710310258,-11.33866731138583
WebIDE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WebLang,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WebSemantics,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WebService,2,2,0,2,0,-11.054428710310258,-11.33866731138583
WebSources,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WebTables,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Webbased,6,6,0,6,0,-10.207130849923054,-11.33866731138583
Weber,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Website,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Websites,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Weekahead,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Weibo,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Weight,4,3,1,3,1,-10.766746637858477,-10.645520130825885
Weighted,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Weighting,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Weightloss,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Weird,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Welcome,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Welfare,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Well,3,3,0,3,0,-10.766746637858477,-11.33866731138583
WellBehaved,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Wellbeing,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wellbore,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wells,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Were,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Wet,2,2,0,2,0,-11.054428710310258,-11.33866731138583
What,29,18,11,18,11,-9.208602019811927,-8.853760661597828
Whats,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Wheel,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Wheelchair,1,1,0,1,0,-11.459893818418422,-11.33866731138583
When,7,5,2,5,2,-10.361281529750313,-10.24005502271772
Where,9,6,3,6,3,-10.207130849923054,-9.95237295026594
Which,3,2,1,2,1,-11.054428710310258,-10.645520130825885
While,1,1,0,1,0,-11.459893818418422,-11.33866731138583
White,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Whitebox,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Whither,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Who,8,6,2,6,2,-10.207130849923054,-10.24005502271772
Whole,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Whom,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WhoseFault,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Why,18,12,6,12,5,-9.588091641516831,-9.392757162330517
WiFi,2,2,0,2,0,-11.054428710310258,-11.33866731138583
WiMAX,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Wide,5,5,0,5,0,-10.361281529750313,-11.33866731138583
WideArea,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Wideband,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wiener,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wiimote,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wiki,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WikiBased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wikipedia,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wikis,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wikis4SE2009,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Will,2,2,0,2,0,-11.054428710310258,-11.33866731138583
WinCE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WinPcap,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WinWin,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Winbook,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wind,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Window,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Windowaware,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Windowed,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Windows,6,5,1,5,1,-10.361281529750313,-10.645520130825885
Winsock,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wire,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Wireless,24,21,3,21,3,-9.061998545620053,-9.95237295026594
Wireshark,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wiseintegrator,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WitchDoctor,1,1,0,1,0,-11.459893818418422,-11.33866731138583
With,8,4,4,4,4,-10.543603086544268,-9.729229398951729
Withdrawal,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Without,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WmXML,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WoDiSEE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WoSEF,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Word,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Work,8,7,1,7,1,-10.073599457298531,-10.645520130825885
WorkItemExplorer,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Workaholics,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Workbench,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Workefficient,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Worker,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Workers,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Workflow,12,5,7,5,7,-10.361281529750313,-9.259225769705994
WorkflowBased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WorkflowImplementing,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Workflowbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Workflows,3,1,2,1,2,-11.459893818418422,-10.24005502271772
Working,3,3,0,3,0,-10.766746637858477,-11.33866731138583
Workload,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Workloads,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Workplace,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Works,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Workshop,91,88,3,88,3,-7.664404629246229,-9.95237295026594
Workshops,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Workstation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
WorkstationMainframe,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WorkstationServer,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Workstations,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WorlInfo,1,0,1,0,1,-12.153040998978367,-10.645520130825885
World,8,6,2,6,2,-10.207130849923054,-10.24005502271772
WorldWide,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Worlds,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Worldwide,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Worst,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Worstcase,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wrap,1,0,1,0,1,-12.153040998978367,-10.645520130825885
WrapOMatic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Wrapper,3,0,3,0,3,-12.153040998978367,-9.95237295026594
Wrappers,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Write,3,0,3,0,3,-12.153040998978367,-9.95237295026594
WriteAhead,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Writelimited,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Writer,2,1,1,1,1,-11.459893818418422,-10.645520130825885
Writesets,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Writing,9,9,0,9,0,-9.850455905984322,-11.33866731138583
X,2,2,0,2,0,-11.054428710310258,-11.33866731138583
XAS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XBRLDriven,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XBench,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XBenchMatch,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XCheck,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XFire,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XISSR,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMIDDLE,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XMIbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XML,192,23,169,23,164,-8.974987168630422,-6.202868874335568
XMLBased,2,2,0,2,0,-11.054428710310258,-11.33866731138583
XMLGL,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XMLRDF,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMLSchema,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XMLaware,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMLbased,6,4,2,4,2,-10.543603086544268,-10.24005502271772
XMLdocumentfiltering,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMLenabled,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMLtoSQL,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMPP,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XMach1,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XMark,2,0,2,0,2,-12.153040998978367,-10.24005502271772
XNMP,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XOO7,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XORing,2,0,2,0,2,-12.153040998978367,-10.24005502271772
XP,8,8,0,7,0,-9.95581642164215,-11.33866731138583
XPEDIA,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XPERANTO,2,0,2,0,2,-12.153040998978367,-10.24005502271772
XPERT,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XPS,2,0,2,0,2,-12.153040998978367,-10.24005502271772
XPath,10,0,10,0,10,-12.153040998978367,-8.94077203858746
XPathLearner,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XQueC,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XQueries,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XQuery,21,1,20,1,20,-11.459893818418422,-8.294144873662406
XQuerySQLXML,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XQuerythe,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XRD,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XRPC,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XRay,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XRecursive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XS1,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XSACT,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XSDs,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XSEarch,2,0,2,0,2,-12.153040998978367,-10.24005502271772
XSL,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XSLT,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XSeek,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XTree,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XTreeNet,1,0,1,0,1,-12.153040998978367,-10.645520130825885
XUML,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XVCL,1,1,0,1,0,-11.459893818418422,-11.33866731138583
XWAVE,2,0,2,0,2,-12.153040998978367,-10.24005502271772
XXL,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Xcerpt,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Xcoupler,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Xml,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Xpath,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Xplus,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Xray,3,3,0,2,0,-10.766746637858477,-11.33866731138583
Xtree,2,0,2,0,2,-12.153040998978367,-10.24005502271772
Y,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Y2O3,1,1,0,1,0,-11.459893818418422,-11.33866731138583
YADING,1,0,1,0,1,-12.153040998978367,-10.645520130825885
YAWL,1,1,0,1,0,-11.459893818418422,-11.33866731138583
YODA,1,1,0,1,0,-11.459893818418422,-11.33866731138583
YOGI,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Yahoos,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Yang,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Yba,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Year,6,3,3,3,3,-10.766746637858477,-9.95237295026594
Years,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Yehoshua,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Yet,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Yield,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Yima,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Yin,1,0,1,0,1,-12.153040998978367,-10.645520130825885
YmalDB,1,0,1,0,1,-12.153040998978367,-10.645520130825885
You,4,0,4,0,4,-12.153040998978367,-9.729229398951729
Your,5,2,3,2,3,-11.054428710310258,-9.95237295026594
Youtopia,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Z,7,6,1,6,1,-10.207130849923054,-10.645520130825885
ZEVES,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZIAs,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZINC,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ZNO,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZOO,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ZSKY,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Zanshin,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Zealand,2,2,0,2,0,-11.054428710310258,-11.33866731138583
Zedboard,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Zenet,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Zero,2,1,1,1,1,-11.459893818418422,-10.645520130825885
ZigBee,5,5,0,5,0,-10.361281529750313,-11.33866731138583
Zinc,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Zn,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZnCdSe,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZnO,11,11,0,11,0,-9.668134349190368,-11.33866731138583
ZnOAl,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZnS,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ZnSe,1,1,0,1,0,-11.459893818418422,-11.33866731138583
Zoning,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ZoomUserViews,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Zorder,1,0,1,0,1,-12.153040998978367,-10.645520130825885
Zr,1,1,0,1,0,-11.459893818418422,-11.33866731138583
a,4731,3254,1477,2138,900,-4.065093444335698,-4.040222209877682
a8,1,1,0,1,0,-11.459893818418422,-11.33866731138583
aComment,1,1,0,1,0,-11.459893818418422,-11.33866731138583
aSiCH,2,2,0,2,0,-11.054428710310258,-11.33866731138583
aSiH,2,2,0,2,0,-11.054428710310258,-11.33866731138583
aSiNH,1,1,0,1,0,-11.459893818418422,-11.33866731138583
aa,1,0,1,0,1,-12.153040998978367,-10.645520130825885
aaa,1,1,0,1,0,-11.459893818418422,-11.33866731138583
aadl,6,6,0,6,0,-10.207130849923054,-11.33866731138583
abass,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abb,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abc,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abctool,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abdominal,2,2,0,1,0,-11.054428710310258,-11.33866731138583
abduction,1,0,1,0,1,-12.153040998978367,-10.645520130825885
abe,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abilities,2,2,0,1,0,-11.054428710310258,-11.33866731138583
ability,10,10,0,7,0,-9.755145726179997,-11.33866731138583
ablated,2,2,0,1,0,-11.054428710310258,-11.33866731138583
abnormal,4,4,0,3,0,-10.543603086544268,-11.33866731138583
abnormality,1,1,0,1,0,-11.459893818418422,-11.33866731138583
about,94,80,14,41,8,-7.758591844305929,-8.63061711028362
abridged,2,0,2,0,1,-12.153040998978367,-10.24005502271772
absence,4,4,0,2,0,-10.543603086544268,-11.33866731138583
absolutely,2,2,0,1,0,-11.054428710310258,-11.33866731138583
absorption,2,2,0,1,0,-11.054428710310258,-11.33866731138583
absorptive,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abstact,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abstract,138,101,37,66,29,-7.528068185694097,-7.7010811516594435
abstracted,1,1,0,1,0,-11.459893818418422,-11.33866731138583
abstracting,3,3,0,2,0,-10.766746637858477,-11.33866731138583
abstraction,37,29,8,16,5,-8.751843617316213,-9.14144273404961
abstractional,2,2,0,1,0,-11.054428710310258,-11.33866731138583
abstractions,21,21,0,11,0,-9.061998545620053,-11.33866731138583
abstractobjectstate,1,1,0,1,0,-11.459893818418422,-11.33866731138583
ac,4,3,1,3,1,-10.766746637858477,-10.645520130825885
academia,6,6,0,4,0,-10.207130849923054,-11.33866731138583
academic,17,17,0,10,0,-9.262669241082204,-11.33866731138583
academy,2,2,0,1,0,-11.054428710310258,-11.33866731138583
accelerated,1,1,0,1,0,-11.459893818418422,-11.33866731138583
accelerating,8,4,4,3,3,-10.543603086544268,-9.729229398951729
acceleration,11,2,9,2,5,-11.054428710310258,-9.036082218391783
accelerator,4,1,3,1,2,-11.459893818418422,-9.95237295026594
accelerometer,18,18,0,11,0,-9.208602019811927,-11.33866731138583
accelerometers,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acceptable,1,0,1,0,1,-12.153040998978367,-10.645520130825885
acceptance,15,15,0,9,0,-9.380452276738588,-11.33866731138583
acceptor,1,1,0,1,0,-11.459893818418422,-11.33866731138583
access,162,53,109,32,70,-8.164056952414093,-6.6381869455934135
accesscard,1,1,0,1,0,-11.459893818418422,-11.33866731138583
accesses,2,0,2,0,1,-12.153040998978367,-10.24005502271772
accessibility,5,3,2,2,1,-10.766746637858477,-10.24005502271772
accessible,2,2,0,1,0,-11.054428710310258,-11.33866731138583
accessing,13,6,7,3,6,-10.207130849923054,-9.259225769705994
accommodating,1,0,1,0,1,-12.153040998978367,-10.645520130825885
according,2,2,0,1,0,-11.054428710310258,-11.33866731138583
accordion,1,0,1,0,1,-12.153040998978367,-10.645520130825885
accounting,9,8,1,5,1,-9.95581642164215,-10.645520130825885
accounts,2,0,2,0,1,-12.153040998978367,-10.24005502271772
accreditation,2,2,0,2,0,-11.054428710310258,-11.33866731138583
accumulation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
accumulator,1,1,0,1,0,-11.459893818418422,-11.33866731138583
accuracy,20,16,4,9,3,-9.319827654922152,-9.729229398951729
accurate,38,23,15,14,9,-8.974987168630422,-8.566078589146048
accurately,1,0,1,0,1,-12.153040998978367,-10.645520130825885
ace,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acer,1,1,0,1,0,-11.459893818418422,-11.33866731138583
achievable,1,0,1,0,1,-12.153040998978367,-10.645520130825885
achieve,2,2,0,2,0,-11.054428710310258,-11.33866731138583
achievement,9,7,2,4,1,-10.073599457298531,-10.24005502271772
achievements,12,12,0,7,0,-9.588091641516831,-11.33866731138583
achieving,9,5,4,5,3,-10.361281529750313,-9.729229398951729
acid,5,5,0,3,0,-10.361281529750313,-11.33866731138583
acl2,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acl2s,1,1,0,1,0,-11.459893818418422,-11.33866731138583
aclm,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acm,5,4,1,4,1,-10.543603086544268,-10.645520130825885
acme,2,2,0,1,0,-11.054428710310258,-11.33866731138583
acmestudio,1,1,0,1,0,-11.459893818418422,-11.33866731138583
aco,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acom,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acomment,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acoustic,6,6,0,3,0,-10.207130849923054,-11.33866731138583
acquired,2,0,2,0,1,-12.153040998978367,-10.24005502271772
acquisition,34,30,4,16,2,-8.719053794493222,-9.729229398951729
acquisitional,2,0,2,0,1,-12.153040998978367,-10.24005502271772
across,35,20,15,10,9,-9.108518561254945,-8.566078589146048
acrum,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acrylates,2,2,0,1,0,-11.054428710310258,-11.33866731138583
acrylic,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acrylicbased,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acs,1,0,1,0,1,-12.153040998978367,-10.645520130825885
acse,2,2,0,2,0,-11.054428710310258,-11.33866731138583
action,30,16,14,10,7,-9.319827654922152,-8.63061711028362
actionable,7,7,0,4,0,-10.073599457298531,-11.33866731138583
actionoriented,1,1,0,1,0,-11.459893818418422,-11.33866731138583
actions,9,9,0,5,0,-9.850455905984322,-11.33866731138583
activated,2,2,0,1,0,-11.054428710310258,-11.33866731138583
activation,1,1,0,1,0,-11.459893818418422,-11.33866731138583
active,76,39,37,26,29,-8.464161544864432,-7.7010811516594435
actively,1,0,1,0,1,-12.153040998978367,-10.645520130825885
actiview,1,0,1,0,1,-12.153040998978367,-10.645520130825885
activism,2,2,0,1,0,-11.054428710310258,-11.33866731138583
activities,48,47,1,26,1,-8.281839988070477,-10.645520130825885
activity,26,21,5,14,4,-9.061998545620053,-9.546907842157774
actor,1,1,0,1,0,-11.459893818418422,-11.33866731138583
actual,6,4,2,2,1,-10.543603086544268,-10.24005502271772
actuarial,1,1,0,1,0,-11.459893818418422,-11.33866731138583
actuated,4,4,0,3,0,-10.543603086544268,-11.33866731138583
actuation,3,3,0,2,0,-10.766746637858477,-11.33866731138583
actuator,4,4,0,3,0,-10.543603086544268,-11.33866731138583
acupuncture,1,1,0,1,0,-11.459893818418422,-11.33866731138583
acychc,2,0,2,0,1,-12.153040998978367,-10.24005502271772
acyclic,5,0,5,0,3,-12.153040998978367,-9.546907842157774
ad,46,33,13,22,9,-8.626680474362207,-8.699609981770571
ada,15,14,1,12,1,-9.444990797876159,-10.645520130825885
adabas,1,0,1,0,1,-12.153040998978367,-10.645520130825885
adaboost,3,3,0,3,0,-10.766746637858477,-11.33866731138583
adage,1,1,0,1,0,-11.459893818418422,-11.33866731138583
adams,2,2,0,2,0,-11.054428710310258,-11.33866731138583
adapt,6,4,2,2,2,-10.543603086544268,-10.24005502271772
adaptability,1,1,0,1,0,-11.459893818418422,-11.33866731138583
adaptable,28,15,13,8,10,-9.380452276738588,-8.699609981770571
adaptation,90,86,4,59,2,-7.687132880323785,-9.729229398951729
adaptationoriented,1,1,0,1,0,-11.459893818418422,-11.33866731138583
adapted,2,2,0,1,0,-11.054428710310258,-11.33866731138583
adapter,1,1,0,1,0,-11.459893818418422,-11.33866731138583
adapters,4,4,0,2,0,-10.543603086544268,-11.33866731138583
adapting,9,6,3,6,2,-10.207130849923054,-9.95237295026594
adaption,3,3,0,2,0,-10.766746637858477,-11.33866731138583
adaptive,270,197,73,133,55,-6.864773968283833,-7.03460221818166
adaptively,2,1,1,1,1,-11.459893818418422,-10.645520130825885
adaptiveness,2,2,0,1,0,-11.054428710310258,-11.33866731138583
adaptivity,9,7,2,4,1,-10.073599457298531,-10.24005502271772
adas,1,1,0,1,0,-11.459893818418422,-11.33866731138583
adc,2,2,0,2,0,-11.054428710310258,-11.33866731138583
add,4,1,3,1,2,-11.459893818418422,-9.95237295026594
